,brand_name,model_name,model_image,price_min,price_max,release_year
343,Moto Guzzi,V100 Mandello ,https://i1-vnexpress.vnecdn.net/2023/10/13/MotoGuzziV100MandelloS20232509jpg-1697188994.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=aCR46-X1BeCoYzNY2bBF5g&t=image,535.0,535.0,2023.0
364,Kawasaki,W175,https://i1-vnexpress.vnecdn.net/2023/04/13/38be9acfc97f4f30b20d3b86d59a045bjpeg-1681357679.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=NPnt7u2AXkBA-WauatO5Qg&t=image,77.3,77.3,
365,Kawasaki,Versys-X 300 ABS,https://i1-vnexpress.vnecdn.net/2023/04/13/6fe217cf2f19476a90e48eede9674d1bjpeg-1681357795.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=n0pbOMN2E0Y2YTyCItlPiw&t=image,145.4,163.1,
366,Kawasaki,Z400,https://i1-vnexpress.vnecdn.net/2023/04/13/KawasakiZ4002022VnE60821653016695jpeg-1681357020.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=CFfEfn1q-KsxsKUqtxgUjg&t=image,149.0,149.0,
367,Kawasaki,KLX230R,https://i1-vnexpress.vnecdn.net/2023/04/13/a1e074b1d78b41d9b3d7261a4b7eb08ajpeg-1681358039.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=tRXUJNRYPNSOrBygnitLlg&t=image,149.0,149.0,
368,Kawasaki,KLX230S,https://i1-vnexpress.vnecdn.net/2023/04/13/4a236ceee2ac441797064adff2c164edjpeg-1681357934.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=dVU2erHgfD838oGoxxa97w&t=image,151.0,151.0,
369,Kawasaki,KLX230SM,https://i1-vnexpress.vnecdn.net/2023/04/13/2f78c4b0705c461693d1385dd65ace94jpeg-1681357979.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=-ckigKGa78wr8kfKaiCAxQ&t=image,151.0,151.0,
370,Kawasaki,Ninja 400,https://i1-vnexpress.vnecdn.net/2023/04/07/e8ba9ee1879b49caaa0ebc7fac65a048jpg-1680851945.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=Ptoi1wqS7E6VIcQWlcDlDw&t=image,159.0,162.0,
371,Kawasaki,Z500,https://i1-vnexpress.vnecdn.net/2024/08/19/KawasakiZ500vnexpressjpg-1724051620.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=qZBP4-c69oM6PmZ_lLlWSw&t=image,170.6,170.6,2024.0
372,Kawasaki,Eliminator 500,https://i1-vnexpress.vnecdn.net/2024/09/16/Kawasaki500vnexpress3jpg-1726444914.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=mQNjHpO1pGpL_8uJDoZ-7g&t=image,182.8,182.8,2024.0
373,Kawasaki,Z650 ABS,https://i1-vnexpress.vnecdn.net/2023/04/13/8357c87c70104fbe9828d28c4430f889jpeg-1681357110.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=EF_gdkNqiiWuppYVzugx_g&t=image,187.0,187.0,
374,Kawasaki,Ninja ZX-25R,https://i1-vnexpress.vnecdn.net/2023/04/07/d6a68ba06c234a5da33e0b31bb4ca06djpg-1680857281.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=6zQmygGgNrmEhzJcrop2_g&t=image,192.7,197.3,2023.0
375,Kawasaki,Ninja 500 ,https://i1-vnexpress.vnecdn.net/2024/04/23/KawasakiNinja500Vnexpress14jpg-1713844585.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=lX5ZQ5M40UWG9e2FcB2IGw&t=image,194.0,194.0,2024.0
376,Kawasaki,Ninja 650,https://i1-vnexpress.vnecdn.net/2023/04/07/f0e01a821c9a4de3bd10e9628ee9325cjpg-1680855810.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=9LAurI9vhpDMJ8EUOCWopQ&t=image,197.0,200.0,
377,Kawasaki,Z650RS,https://i1-vnexpress.vnecdn.net/2023/04/13/0929212022KawasakiZ650RSStaticlifestyle1jpeg-1681356920.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=-pnsecgB60fS74aOk4T60A&t=image,231.0,231.0,
378,Kawasaki,Vulcan S,https://i1-vnexpress.vnecdn.net/2023/04/13/946124174c4f435daba7adcf68001550jpeg-1681357728.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=wJGp2EQ-W6DSWYsq2s_FKg&t=image,241.0,251.0,
379,Kawasaki,Versys 650,https://i1-vnexpress.vnecdn.net/2023/04/13/bcb96206e1f3410c82819093c6d53d71jpeg-1681357863.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=myJs8JoW-NuEgstajJpEZg&t=image,245.0,245.0,
400,Kawasaki,Ninja ZX-4R,https://i1-vnexpress.vnecdn.net/2024/05/28/KawasakiZX4RVNEXPRESS5jpg-1716851932.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=TYvGUnZta-iL_8rwm45iQA&t=image,250.0,250.0,
401,Kawasaki,Z900,https://i1-vnexpress.vnecdn.net/2023/04/13/38f82746d8f74ac392dd99abad814122jpeg-1681357167.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=TcB__IuZeduAGqWWYKhwSQ&t=image,320.9,320.9,
402,Kawasaki,W800,https://i1-vnexpress.vnecdn.net/2023/07/20/23EJ800DE40RBU1DRS3CGjpg-1689836171.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=Kv0_Yu-3kEZmR6eQDwIvPw&t=image,379.0,379.0,
403,Kawasaki,Z900RS,https://i1-vnexpress.vnecdn.net/2023/04/13/c5c20d7816cf472a8b8fe5cf337f40cdjpeg-1681357374.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=fhgvZQCduebo7I50tOdwNQ&t=image,415.0,415.0,
404,Kawasaki,Z1000 ABS,https://i1-vnexpress.vnecdn.net/2023/04/13/6f37cc616aa34284a6bf940dd7abeb29jpeg-1681357224.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=4lgHkEQz0tgNeJTMAZajlA&t=image,435.5,498.0,
405,Kawasaki,Ninja ZX-10R,https://i1-vnexpress.vnecdn.net/2023/04/07/d22b75caebb44767bad4f1317048e839jpg-1680856701.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=mRFJhbOIEV77351ZkT3Sxg&t=image,729.0,729.0,
406,Kawasaki,Z H2,https://i1-vnexpress.vnecdn.net/2023/04/13/H21jpeg-1681357620.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=Rl24H9p7DR4ZvQBpaWecLw&t=image,770.0,770.0,
407,Kawasaki,Ninja H2,https://i1-vnexpress.vnecdn.net/2023/04/07/d3c92754f5e643279a4f2ed9c8bcfac9jpg-1680851483.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=CFW2n9tnRWpmQk_lK3_C2g&t=image,1299.0,1830.0,
428,Triumph,Speed 400 ,https://i1-vnexpress.vnecdn.net/2024/03/25/DSC09379jpg-1711357864.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=LQ4jjH1YmCqvnbW-IQVP5g&t=image,169.9,169.9,2024.0
429,Triumph,Scrambler 400 X,https://i1-vnexpress.vnecdn.net/2024/03/25/DSC09363jpg-1711358555.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=2Z8nfYguaZ9pdejFdUUjZQ&t=image,189.9,189.9,2024.0
430,Triumph,Trident 660,https://i1-vnexpress.vnecdn.net/2023/03/31/2021TriumphTrident660FirstLooksportmotorcycle38jpg-1680244528.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=ZJgA6CJ1C9Ck3cpLyjZ8Qw&t=image,275.0,275.0,
431,Triumph,Tiger Sport 660,https://i1-vnexpress.vnecdn.net/2023/03/31/2022triumphtigersport660firstlooksporttouringadvadventuremotorcycle6jpg-1680244644.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=y1RYtR5hf2Wrbl0rlFTPBA&t=image,299.0,299.0,
432,Triumph,Speed Twin 900,https://i1-vnexpress.vnecdn.net/2023/04/06/2023triumphspeedtwin900firstlookretrosportmotorcycleupright15jpg-1680750472.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=-rsVQhBbOw4FmMsEbRV01g&t=image,359.9,359.9,
433,Triumph,Tiger 850 Sport,https://i1-vnexpress.vnecdn.net/2023/03/31/2021TriumphTiger850SportFirstLookadvadventuretouringmotorcycle8jpg-1680245000.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=S-UOsf8THTUGzaDmC4yuxg&t=image,359.9,359.9,
434,Triumph,Tiger 900,https://i1-vnexpress.vnecdn.net/2023/03/31/2020triumph900tigeravatarjpg-1680244920.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=-FyJWDd2GoxFLo4ZhfX7dQ&t=image,369.0,489.0,
435,Triumph,Scrambler 900,https://i1-vnexpress.vnecdn.net/2023/04/06/2023triumphscrambler900firstlookdualsportretroadventureoffroadmotorcycle11jpg-1680750184.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=jOcuuKpGmXzJf3K9ne2dsA&t=image,405.0,405.0,
436,Triumph,Bonneville T100,https://i1-vnexpress.vnecdn.net/2023/04/06/2021TriumphBonnevilleT100firstlookretrourbansportmotorcycle12jpg-1680749816.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=gqMAN29W36DrtFGPMipVRw&t=image,415.9,415.9,
437,Triumph,Street Triple,https://i1-vnexpress.vnecdn.net/2023/04/06/2020TriumphStreetTripleRSFirstLooksportmotorcycleMoto218jpg-1680750529.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=96Iqs3Eygo7IEcsPyJIeUA&t=image,445.0,445.0,
438,Triumph,Bonneville T120,https://i1-vnexpress.vnecdn.net/2023/04/06/2022TriumphBonnevilleT120FirstLookretrosportmotorcycle12jpg-1680749857.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=vC7elWGkTt2gL4YfO5JIyQ&t=image,579.0,585.0,
439,Triumph,Speed Triple 1200 RS,https://i1-vnexpress.vnecdn.net/2023/04/06/2021TriumphSpeedTriple1200RSFirstLooknakeduprightstreetfightermotorcycle10jpg-1680750307.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=zn3Wm7G4KwOPGPgkuir_WQ&t=image,579.0,579.0,
440,Triumph,Speed Twin,https://i1-vnexpress.vnecdn.net/2023/04/06/2021triumphspeedtwinglamour2e1622602683645850x504jpg-1680750432.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=aXH9UaVapww2ip4Mc22HBA&t=image,589.0,589.0,
441,Triumph,Scrambler 1200,https://i1-vnexpress.vnecdn.net/2023/04/06/2022TriumphScrambler1200XCFirstLookdualsportretromotorcycle5jpg-1680750095.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=0kEwvo4nuX8O3U9ylgdTBQ&t=image,599.0,649.0,
442,Triumph,Tiger 1200,https://i1-vnexpress.vnecdn.net/2023/03/31/2022triumphtiger1200gtexplorerfirstlookadventuretouringadvmotorcycle5jpg-1680244745.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=M8k4vXQwhSTBwn6OTPgupg&t=image,619.0,679.0,
443,Triumph,Bonneville Bobber,https://i1-vnexpress.vnecdn.net/2023/04/06/2022TriumphBonnevilleBobberFirstLookretroclassicsporturbanmotorcycle9jpg-1680749725.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=lAx7STkOKB752dfL2-Dw_A&t=image,625.0,625.0,
464,Triumph,Bonneville Speedmaster,https://i1-vnexpress.vnecdn.net/2023/04/06/2022TriumphBonnevilleSpeedmasterFirstLookcruiserretromotorcycle7jpg-1680749754.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=fHNIZNdiemShoqgtKrSuPg&t=image,625.0,625.0,
465,Triumph,Thruxton RS,https://i1-vnexpress.vnecdn.net/2023/04/06/thruxtonrs20MYBA8I7553PB23251jpg-1680750624.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=1Cj1EMmsWJRrck--CJ1Zag&t=image,625.0,625.0,
466,Triumph,Speed Triple 1200 RR,https://i1-vnexpress.vnecdn.net/2023/04/06/2022triumphspeedtriplerrfirstlookcaferacersportbikemotorcycle26jpg-1680750236.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=P-tcyNWkkBzk_S1GMPz9Mw&t=image,659.9,659.9,
467,Triumph,Rocket 3 R,https://i1-vnexpress.vnecdn.net/2023/04/06/2020TriumphRocket3Rpowercruisermotorcycle6jpg-1680749971.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=YweF7KZGdERgux2hZ-yohw&t=image,869.0,869.0,
468,Triumph,Rocket 3 GT,https://i1-vnexpress.vnecdn.net/2023/04/06/2020TriumphRocket3GTtouringcruisermotorcycle9jpg-1680749935.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=gofO32IHBdcxcRlC2hgLbg&t=image,899.0,899.0,
489,KTM,200 Duke,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot12jpg-1681264172.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=m_3HoMW7WsNN34r49X3cZA&t=image,137.0,137.0,
490,KTM,390 Duke,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot13jpg-1681266551.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=1kkD3efqdPNd5u7vOowk0Q&t=image,199.0,199.0,
491,KTM,RC 390 NG,https://i1-vnexpress.vnecdn.net/2023/04/06/TongtheKTMRC39021672367332jpg-1680754158.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=lrdwET69jYFs2NFbK9fVFw&t=image,209.0,209.0,2022.0
492,KTM,390 Adventure,https://i1-vnexpress.vnecdn.net/2023/04/06/TongquanKTM390Adventure2022tugocngang1664513711jpg-1680764326.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=Yhn46XJe2XaZS8sE7SpWaw&t=image,236.0,236.0,
493,KTM,790 Duke,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot14jpg-1681267954.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=LHAvicyORfcGb2E7bpDgfA&t=image,399.0,399.0,
494,KTM,790 Adventure,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot15jpg-1681270115.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=siDBjJ_n8iTUS2-2M9nPAA&t=image,445.0,445.0,
495,KTM,350 EXC-F Six Days,https://i1-vnexpress.vnecdn.net/2023/04/06/KTM350VNEjpg-1680753616.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=YZd81u5nSQNz5HI4Tv0Gmg&t=image,489.0,489.0,2022.0
496,KTM,790 Adventure R,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot16jpg-1681270251.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=b9s7CQmm_DumNixhJ2g_Aw&t=image,497.0,497.0,
497,KTM,890 Duke R,https://i1-vnexpress.vnecdn.net/2023/04/06/Tongquanchiec890DukeR20221663553126jpg-1680764626.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=JwbQVTRCYTVXrO197nNuBQ&t=image,519.0,519.0,2022.0
498,KTM,890 Adventure R,https://i1-vnexpress.vnecdn.net/2024/01/21/KTM890AdventureRVNEjpg-1705827378.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=COlWrEHFpR8Gv9ifBjvQWg&t=image,599.0,599.0,2024.0
499,KTM,690 SMC R,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot17jpg-1681270342.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=56BR_oDDnz7X5rECJym9jQ&t=image,609.0,609.0,
500,KTM,690 Enduro R,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot18jpg-1681270431.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=uXSt3FgaCVRfyvDKKyQCRg&t=image,609.0,609.0,
501,KTM,1290 Super Adventure S,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot19jpg-1681270494.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=X-t_zqyNJHRaxUS8qqYrww&t=image,862.0,862.0,
502,KTM,1290 Super Duke R,https://s1.vnecdn.net/vnexpress/restruct/c/v3234/event/vbike/images/graphics/thumb_default.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=MaMam4wi2fJftzoK98GZug&t=image,869.0,869.0,
503,KTM,1290 Super Adventure R,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot21jpg-1681283408.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=kvuML1swg8C08rQ_5XLgDg&t=image,892.0,892.0,
504,KTM,1290 Super Duke GT,https://i1-vnexpress.vnecdn.net/2023/04/12/2023ktm1290superdukegtfirstlook2jpg-1681283834.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=bEeDQ0e96nOYrWf4SWK0Rw&t=image,899.0,899.0,
525,KTM,1290 Super Duke R EVO,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot20jpg-1681270561.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=3LG1px_d23SZnkih2g9R8A&t=image,929.0,929.0,
546,Royal Enfield,Classic 350,https://i1-vnexpress.vnecdn.net/2023/04/12/gallery1280x8007jpg-1681285966.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=zkGrQzg928dE2C1TtJuKFw&t=image,119.9,129.9,
547,Royal Enfield,Meteor,https://i1-vnexpress.vnecdn.net/2023/04/12/Screenshot22jpg-1681286317.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=UufIRjE6z6sm1N5iMTl_dA&t=image,129.9,135.0,
548,Royal Enfield,Scram 411,https://i1-vnexpress.vnecdn.net/2023/04/12/gallery24jpg-1681286753.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=FeBbJIlYReNms4iZDmEpvQ&t=image,139.9,145.0,
549,Royal Enfield,Himalayan,https://i1-vnexpress.vnecdn.net/2023/04/19/RoyalEnfieldHimalaya20230png-1681875338.png?w=380&h=0&q=100&dpr=1&fit=crop&s=SrIVQ4xNp1PAOpOS5uv3Og&t=image,145.0,149.0,
550,Royal Enfield,Interceptor,https://i1-vnexpress.vnecdn.net/2023/04/12/gallery14jpg-1681287102.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=eEtrf9gmyYkZ1RVozmSG9Q&t=image,189.0,196.0,
551,Royal Enfield,Continental GT,https://i1-vnexpress.vnecdn.net/2023/04/12/sideviewpng-1681287336.png?w=380&h=0&q=100&dpr=1&fit=crop&s=oSueaE21qu3HTdsoHCU2Qg&t=image,192.0,199.0,
572,Yadea,X-Bull,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeaxbull8jpg-1680601808.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=uZNizM55891VebDynEMikw&t=image,14.99,14.99,
573,Yadea,IGO,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeaigo2jpg-1680603475.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=O4IrMN92hzMh7vHHmolymQ&t=image,14.99,14.99,
574,Yadea,X-Joy,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeaxjoy16jpg-1680603564.png?w=380&h=0&q=100&dpr=1&fit=crop&s=pYY_gPM0NjUmFx4UHRFP1A&t=image,15.49,15.49,
575,Yadea,Xmen,https://i1-vnexpress.vnecdn.net/2023/04/05/yadeaxmenneo9jpg-1680660493.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=msVtolNYECFXs2-iz5ifFg&t=image,16.99,17.9,
576,Yadea,E3,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeae35jpg-1680603371.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=9PncWGsbgZ8oG5C7NnYgng&t=image,16.99,16.99,
577,Yadea,M6I TTFAR,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeam6i7jpg-1680601934.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=DcI78EIoZ-xERVAL39RQJw&t=image,17.99,17.99,
578,Yadea,Ulike,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeaulikea120jpg-1680602407.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=Ag38PSX7GnrMqXzxEiaI_w&t=image,17.99,18.99,
579,Yadea,X5,https://i1-vnexpress.vnecdn.net/2023/04/04/YadeaX5jpg-1680603008.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=765K1cFbkiRya0XFzzX_NQ&t=image,18.99,21.99,
580,Yadea,Orla,https://i1-vnexpress.vnecdn.net/2023/08/11/YadeaOrlaFFWC2023VnE1018jpg-1691729992.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=2-8qFVY4Z0FXE227hMR5lQ&t=image,19.99,19.99,2023.0
581,Yadea,Odora,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeaodora8png-1680601640.png?w=380&h=0&q=100&dpr=1&fit=crop&s=vqB4LvgAWvw7er2n3_AgBA&t=image,19.99,21.5,
582,Yadea,S3,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeas318jpg-1680602077.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=cwYh5Ar_u40MXylpQsPEOQ&t=image,20.99,23.0,
583,Yadea,G5,https://i1-vnexpress.vnecdn.net/2023/04/04/yadeag511jpg-1680602611.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=KOURhrHIEjd4po0kJ93nRA&t=image,21.9,39.99,
584,Yadea,Ossy,https://i1-vnexpress.vnecdn.net/2024/06/24/ossy2024jpg-1719213397.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=lFEUZ8ZH-Itgr7HaB6dCgw&t=image,21.99,21.99,
585,Yadea,Voltguard,https://i1-vnexpress.vnecdn.net/2023/08/11/Voltguard01png-1691740538.png?w=380&h=0&q=100&dpr=1&fit=crop&s=bXkRpKLF7UOyjvwhrYeYVA&t=image,26.49,27.99,2023.0
602,VinFast,Evo200 Lite,https://i1-vnexpress.vnecdn.net/2024/02/20/Evo200Litepng-1708417129.png?w=380&h=0&q=100&dpr=1&fit=crop&s=81nzDVHa-knsKIhqEUuRHw&t=image,18.0,37.9,2022.0
603,VinFast,Evo200,https://i1-vnexpress.vnecdn.net/2024/02/20/vinfastevo2002jpg-1708417860.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=0u2TRTUhCjGJ4g1UZhq11A&t=image,18.0,37.9,2022.0
604,VinFast,Feliz S,https://i1-vnexpress.vnecdn.net/2023/04/07/vinfastfelizs3jpg-1680854039.png?w=380&h=0&q=100&dpr=1&fit=crop&s=zn5NIFgmNDixse3VW6m-TQ&t=image,27.0,46.9,
605,VinFast,Klara S,https://i1-vnexpress.vnecdn.net/2023/04/07/vinfastklaras10jpg-1680854434.jpg?w=380&h=0&q=100&dpr=1&fit=crop&s=nJqwbyGBLrnSW7WP9znxpA&t=image,35.0,54.9,
606,VinFast,Vento S,https://i1-vnexpress.vnecdn.net/2023/04/07/vinfastventos5jpg-1680854738.png?w=380&h=0&q=100&dpr=1&fit=crop&s=SZxL2LaPTRcK-ckch6TpcA&t=image,50.0,69.9,
607,VinFast,Theon S,https://i1-vnexpress.vnecdn.net/2023/04/07/vinfasttheons4jpg-1680855077.png?w=380&h=0&q=100&dpr=1&fit=crop&s=4yaI-hubQ9H_cHyJC2ZnmQ&t=image,63.0,82.9,
