,price_log,age_log,mileage_log,model,model_ref_price_log,origin,origin_multiplier,province_clean,province_scoli
3448,10.373491181781864,0.0,8.294049640102028,Future,10.371614421769003,Nước khác,1,TP. Hồ Chí Minh,98.44
3450,9.998797732340453,1.3862943611198906,10.126631103850338,Winner X,10.786428304728728,Việt Nam,1,Hà Nội,100.0
3452,10.008848058193955,1.791759469228055,11.695247021764184,Exciter,10.834863921828324,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3453,9.159047077588632,2.70805020110221,11.512925464970229,Air Blade,10.826555268689306,Việt Nam,1,Đà Nẵng,93.51
3454,9.615805480084347,1.9459101490553132,10.46310334047155,Jupiter,10.257659366256743,Việt Nam,1,An Giang,91.92
3456,9.798127036878302,2.302585092994046,10.51867319162636,Lead,10.677984278792396,Việt Nam,1,Hà Nội,100.0
3457,10.545341438708522,1.6094379124341003,10.847393451443256,Air Blade,10.826555268689306,Việt Nam,1,Hải Phòng,96.07
3458,9.210340371976184,2.6390573296152584,11.398972584894198,Wave,9.975342989636557,Việt Nam,1,TP. Hồ Chí Minh,98.44
3468,9.02401079378469,2.5649493574615367,10.008838068143953,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3469,11.002099841204238,2.302585092994046,9.852194258148577,SH,11.6952282715884,Việt Nam,1,TP. Hồ Chí Minh,98.44
3470,8.411832675758411,2.70805020110221,10.596634733096073,Mio,10.165851817003619,Việt Nam,1,Hà Nội,100.0
3471,9.210340371976184,2.6390573296152584,11.302204433654575,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3472,10.308952660644293,1.9459101490553132,10.199546937117361,Vario,10.77874793485229,Nước khác,1,Vĩnh Long,89.26
3473,10.691944912900398,2.9444389791664403,12.611537753638338,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3474,11.082142548877775,2.0794415416798357,11.261601036639322,SH,11.6952282715884,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3475,9.903487552536127,1.0986122886681098,10.308952660644293,Winner X,10.786428304728728,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3476,11.082142548877775,2.0794415416798357,11.261601036639322,SH,11.6952282715884,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3477,9.903487552536127,1.0986122886681098,10.308952660644293,Winner X,10.786428304728728,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3480,8.294049640102028,2.1972245773362196,9.210340371976184,Wave,9.975342989636557,Trung Quốc,2,TP. Hồ Chí Minh,98.44
3481,11.170435156023453,2.70805020110221,10.46310334047155,SH,11.6952282715884,Việt Nam,1,TP. Hồ Chí Minh,98.44
3488,8.85366542803745,2.4849066497880004,11.107450356812064,Exciter,10.834863921828324,Nước khác,3,Hà Nội,100.0
3490,10.4341158035983,0.0,7.090076835776092,Vision,10.451319901931214,Việt Nam,1,TP. Hồ Chí Minh,98.44
3491,8.294049640102028,2.4849066497880004,10.819778284410283,Air Blade,10.826555268689306,Việt Nam,1,Đồng Nai,93.54
3492,9.082507000466299,2.6390573296152584,10.4341158035983,Air Blade,10.826555268689306,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3494,8.922658299524402,2.70805020110221,9.903487552536127,Sirius,9.934743942186682,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3495,9.602382459752207,1.6094379124341003,7.313220387090301,Wave,9.975342989636557,Việt Nam,1,Hà Nội,100.0
3496,10.460242108190519,2.772588722239781,10.308952660644293,SH,11.6952282715884,Nước khác,3,Hà Nội,100.0
3497,9.615805480084347,2.302585092994046,10.596634733096073,Exciter,10.834863921828324,Việt Nam,1,Đà Nẵng,93.51
3500,9.648595302907339,1.791759469228055,11.7236400962654,Winner,10.736396675471232,Việt Nam,1,Bà Rịa-Vũng Tàu,92.97
3501,10.126231023828998,0.6931471805599453,8.517193191416238,Mio,10.165851817003619,Nước khác,3,Tiền Giang,93.27
3502,10.51867319162636,1.3862943611198906,9.998797732340453,Vario,10.77874793485229,Nước khác,2,TP. Hồ Chí Minh,98.44
3503,10.46310334047155,3.044522437723423,9.21024036697585,SH,11.6952282715884,Nhật Bản,3,Bà Rịa-Vũng Tàu,92.97
3504,10.165851817003619,2.70805020110221,10.308919326755392,Exciter,10.834863921828324,Việt Nam,1,Thanh Hoá,92.09
3506,7.118475580297523,0.0,10.308952660644293,Sirius,9.934743942186682,Nhật Bản,3,Đồng Nai,93.54
3507,9.305650551780507,2.833213344056216,12.611537753638338,Mio,10.165851817003619,Thái Lan,2,TP. Hồ Chí Minh,98.44
3508,9.740968623038354,2.0794415416798357,10.308952660644293,Raider,10.79117302739995,Việt Nam,1,TP. Hồ Chí Minh,98.44
3509,9.740968623038354,2.0794415416798357,10.308952660644293,Raider,10.79117302739995,Việt Nam,1,TP. Hồ Chí Minh,98.44
3511,9.798127036878302,2.3978952727983707,9.903487552536127,Air Blade,10.826555268689306,Đang cập nhật,1,Khánh Hoà,92.33
3516,9.903487552536127,1.0986122886681098,9.210340371976184,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3518,9.95227771670556,2.5649493574615367,8.85366542803745,Exciter,10.834863921828324,Nhật Bản,3,Trà Vinh,88.73
3520,9.210340371976184,1.9459101490553132,6.777646593635117,Air Blade,10.826555268689306,Việt Nam,1,Hà Nội,100.0
3522,10.221941283654663,2.995732273553991,8.699514748210191,Future,10.371614421769003,Việt Nam,1,Tây Ninh,90.02
3524,9.350102314351341,3.1354942159291497,12.611537753638338,Mio,10.165851817003619,Nhật Bản,3,Tây Ninh,90.02
3525,10.239959789157341,1.3862943611198906,9.95227771670556,Exciter,10.834863921828324,Việt Nam,1,Đồng Nai,93.54
3529,9.680344001221918,2.3978952727983707,11.512925464970229,Exciter,10.834863921828324,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3530,10.373491181781864,0.0,8.294049640102028,Winner X,10.786428304728728,Đang cập nhật,1,Đồng Nai,93.54
3532,9.259130536145614,1.791759469228055,10.126631103850338,Blade,9.94270826568941,Đang cập nhật,3,Hà Nội,100.0
3533,9.0595174822416,2.772588722239781,11.512925464970229,Air Blade,10.826555268689306,Thái Lan,2,Bình Dương,94.25
3538,10.165851817003619,2.9444389791664403,10.596634733096073,Wave,9.975342989636557,Thái Lan,2,TP. Hồ Chí Minh,98.44
3541,11.156250521031495,1.0986122886681098,12.100712129872347,SH,11.6952282715884,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3543,10.203592144986466,0.6931471805599453,12.154779351142624,Winner X,10.786428304728728,Việt Nam,1,TP. Hồ Chí Minh,98.44
3546,11.884489021402711,2.70805020110221,11.884489021402711,SH,11.6952282715884,Nước khác,3,Đắk Lắk,90.04
3547,10.819778284410283,2.0794415416798357,10.819778284410283,SH,11.6952282715884,Việt Nam,1,TP. Hồ Chí Minh,98.44
3549,10.819778284410283,2.772588722239781,11.156250521031495,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3550,10.043249494911286,1.791759469228055,10.308952660644293,Winner,10.736396675471232,Đang cập nhật,1,Bình Dương,94.25
3552,8.922658299524402,2.4849066497880004,11.156250521031495,Wave,9.975342989636557,Việt Nam,1,TP. Hồ Chí Minh,98.44
3554,9.305650551780507,3.1780538303479458,11.512915464920228,Future,10.371614421769003,Thái Lan,2,Cà Mau,89.17
3555,9.392661928770137,2.0794415416798357,9.846282078765348,Blade,9.94270826568941,Việt Nam,1,TP. Hồ Chí Minh,98.44
3556,9.615805480084347,2.3978952727983707,11.26446410567173,Exciter,10.834863921828324,Việt Nam,1,Bình Dương,94.25
3557,10.308952660644293,3.1354942159291497,8.016317898503415,Wave,9.975342989636557,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3558,9.903487552536127,2.3978952727983707,10.308952660644293,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3559,10.06475570013225,2.0794415416798357,11.350406535472453,Exciter,10.834863921828324,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3563,10.268130666124037,1.3862943611198906,9.210340371976184,Exciter,10.834863921828324,Nhật Bản,3,Đồng Nai,93.54
3564,9.38429367909962,2.5649493574615367,9.903487552536127,Exciter,10.834863921828324,Việt Nam,1,Bình Dương,94.25
3566,10.51867319162636,0.0,7.649692623711514,Vision,10.451319901931214,Việt Nam,1,TP. Hồ Chí Minh,98.44
3567,9.95227771670556,1.0986122886681098,9.680344001221918,Wave,9.975342989636557,Việt Nam,1,TP. Hồ Chí Minh,98.44
3568,8.160518247477505,2.6390573296152584,12.89921982609012,Nouvo,10.46310334047155,Việt Nam,1,Hà Nội,100.0
3569,10.404262840448617,0.6931471805599453,9.210340371976184,Vision,10.451319901931214,Việt Nam,1,Hà Nội,100.0
3572,10.714417768752456,2.302585092994046,8.006367567650246,SH,11.6952282715884,Đang cập nhật,1,Hà Nội,100.0
3573,9.22029070282935,2.3978952727983707,10.491274217438248,Vision,10.451319901931214,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3575,9.878169744551839,1.791759469228055,10.126631103850338,Winner X,10.786428304728728,Việt Nam,1,TP. Hồ Chí Minh,98.44
3579,9.740968623038354,1.9459101490553132,9.903487552536127,Raider,10.79117302739995,Việt Nam,1,Đồng Nai,93.54
3581,8.987196820661973,2.70805020110221,10.954239244852738,Lead,10.677984278792396,Việt Nam,1,TP. Hồ Chí Minh,98.44
3584,8.517193191416238,3.044522437723423,12.206072645530174,Wave,9.975342989636557,Nhật Bản,3,Tiền Giang,93.27
3585,8.476371196895983,2.772588722239781,10.819778284410283,Nouvo,10.46310334047155,Nhật Bản,3,Cần Thơ,91.26
3586,9.786953736280177,2.0794415416798357,10.491274217438248,Vision,10.451319901931214,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3587,9.104979856318357,2.5649493574615367,11.982929094215963,Air Blade,10.826555268689306,Nhật Bản,3,Cần Thơ,91.26
3588,8.294049640102028,2.5649493574615367,11.77528972943772,Future,10.371614421769003,Việt Nam,1,Hà Nội,100.0
3589,11.26446410567173,1.0986122886681098,8.83927669058535,SH,11.6952282715884,Việt Nam,1,Hà Nội,100.0
3593,9.711115659888671,2.3978952727983707,10.596634733096073,Lead,10.677984278792396,Việt Nam,1,An Giang,91.92
3594,9.071078304642676,2.1972245773362196,10.165851817003619,Liberty,10.975071168816319,Nước khác,3,TP. Hồ Chí Minh,98.44
3599,10.373491181781864,2.3978952727983707,10.203592144986466,SH Mode,11.02825479868109,Thái Lan,2,TP. Hồ Chí Minh,98.44
3600,10.239959789157341,1.6094379124341003,10.819778284410283,Satria,10.887249999525295,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3601,9.740968623038354,1.6094379124341003,12.206072645530174,Winner,10.736396675471232,Nhật Bản,3,Bình Dương,94.25
3602,9.350102314351341,2.772588722239781,10.308952660644293,Wave,9.975342989636557,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3603,11.082142548877775,2.772588722239781,10.308952660644293,Future,10.371614421769003,Việt Nam,1,TP. Hồ Chí Minh,98.44
3604,10.373491181781864,1.0986122886681098,6.907755278982137,Exciter,10.834863921828324,Việt Nam,1,Vĩnh Phúc,90.74
3606,10.60905725309463,1.3862943611198906,9.9281801651265,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3607,9.975808214115753,0.6931471805599453,8.85366542803745,Sirius,9.934743942186682,Việt Nam,1,Trà Vinh,88.73
3608,9.998797732340453,2.0794415416798357,10.126631103850338,Liberty,10.975071168816319,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3613,10.126631103850338,2.3978952727983707,11.156250521031495,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3618,9.615805480084347,2.0794415416798357,10.46310334047155,Exciter,10.834863921828324,Việt Nam,1,Đồng Nai,93.54
3620,11.350406535472453,1.791759469228055,10.308952660644293,SH,11.6952282715884,Việt Nam,1,Bà Rịa-Vũng Tàu,92.97
3622,9.95227771670556,1.791759469228055,11.156250521031495,Winner,10.736396675471232,Đang cập nhật,1,Đồng Nai,93.54
3623,9.798127036878302,1.9459101490553132,11.002099841204238,Exciter,10.834863921828324,Nhật Bản,3,Đồng Tháp,89.33
3624,9.903487552536127,0.0,7.170119543449628,Wave,9.975342989636557,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3625,9.903487552536127,0.0,7.170119543449628,Wave,9.975342989636557,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3626,10.51867319162636,2.1972245773362196,10.819778284410283,SH,11.6952282715884,Đang cập nhật,1,Đà Nẵng,93.51
3628,11.350406535472453,1.0986122886681098,9.903487552536127,SH,11.6952282715884,Việt Nam,1,TP. Hồ Chí Minh,98.44
3629,9.546812608597396,1.6094379124341003,10.691944912900398,Wave,9.975342989636557,Việt Nam,1,Đà Nẵng,93.51
3630,8.85366542803745,2.8903717578961645,12.206072645530174,Wave,9.975342989636557,Nhật Bản,3,Hà Nội,100.0
3633,9.409191230721348,2.5649493574615367,8.823058934301647,Vision,10.451319901931214,Việt Nam,1,TP. Hồ Chí Minh,98.44
3634,9.276128112514186,2.1972245773362196,9.903487552536127,Sirius,9.934743942186682,Nhật Bản,3,Đà Nẵng,93.51
3638,8.764053269347762,2.70805020110221,10.126631103850338,Lead,10.677984278792396,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3639,10.757902880692196,2.70805020110221,11.512925464970229,Exciter,10.834863921828324,Nước khác,1,An Giang,91.92
3644,9.159047077588632,2.0794415416798357,10.858998997563564,Sirius,9.934743942186682,Nước khác,1,TP. Hồ Chí Minh,98.44
3645,10.165851817003619,2.70805020110221,9.315690887584008,Exciter,10.834863921828324,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3647,10.341742483467284,2.772588722239781,10.545341438708522,Future,10.371614421769003,Thái Lan,2,Thanh Hoá,92.09
3648,8.160518247477505,2.995732273553991,10.645424897265505,Mio,10.165851817003619,Việt Nam,1,Hà Nội,100.0
3650,9.862665558015873,2.0794415416798357,10.126631103850338,Exciter,10.834863921828324,Nhật Bản,3,Đồng Nai,93.54
3651,9.104979856318357,1.791759469228055,10.085809109330082,Sirius,9.934743942186682,Nhật Bản,3,Đồng Nai,93.54
3652,9.350102314351341,2.5649493574615367,10.560307828836057,Vision,10.451319901931214,Việt Nam,1,TP. Hồ Chí Minh,98.44
3653,10.915088464214607,0.6931471805599453,10.915088464214607,SH,11.6952282715884,Việt Nam,1,TP. Hồ Chí Minh,98.44
3654,9.51044496442652,0.6931471805599453,9.680344001221918,Wave,9.975342989636557,Việt Nam,1,TP. Hồ Chí Minh,98.44
3655,9.159047077588632,2.4849066497880004,9.903487552536127,Lead,10.677984278792396,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3656,10.221941283654663,1.0986122886681098,9.210340371976184,Winner X,10.786428304728728,Việt Nam,1,TP. Hồ Chí Minh,98.44
3657,10.221941283654663,1.0986122886681098,9.998797732340453,Winner X,10.786428304728728,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3658,9.711115659888671,2.1972245773362196,10.778956289890028,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3663,11.77528972943772,2.772588722239781,10.165851817003619,SH,11.6952282715884,Đang cập nhật,3,TP. Hồ Chí Minh,98.44
3664,8.34283980427146,2.5649493574615367,9.615805480084347,Nouvo,10.46310334047155,Việt Nam,1,TP. Hồ Chí Minh,98.44
3666,9.159047077588632,2.6390573296152584,11.385092093460344,Air Blade,10.826555268689306,Việt Nam,1,Đà Nẵng,93.51
3668,8.961879012677683,2.4849066497880004,8.591558273371545,Nouvo,10.46310334047155,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3670,8.294049640102028,2.5649493574615367,13.527828485512494,Attila,10.183011437286446,Hàn Quốc,3,Đà Nẵng,93.51
3673,9.43897824184089,2.70805020110221,11.26446410567173,Wave,9.975342989636557,Nhật Bản,3,Đồng Nai,93.54
3676,10.596634733096073,1.3862943611198906,10.491274217438248,Vario,10.77874793485229,Nước khác,1,TP. Hồ Chí Minh,98.44
3677,10.043249494911286,1.0986122886681098,7.687080155783135,Winner,10.736396675471232,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3678,9.95227771670556,2.70805020110221,10.46310334047155,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3679,10.714417768752456,1.0986122886681098,10.308952660644293,Air Blade,10.826555268689306,Nước khác,1,Long An,87.97
3683,10.302263672493496,2.0794415416798357,11.156250521031495,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3684,10.085809109330082,2.0794415416798357,8.294049640102028,Air Blade,10.826555268689306,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3686,9.615805480084347,1.9459101490553132,11.085797400225804,Jupiter,10.257659366256743,Nhật Bản,3,Lâm Đồng,92.96
3687,10.896739325546411,2.0794415416798357,12.337100907936577,SH,11.6952282715884,Việt Nam,1,Đà Nẵng,93.51
3692,9.903487552536127,1.9459101490553132,9.95227771670556,Exciter,10.834863921828324,Đang cập nhật,1,Đà Nẵng,93.51
3693,7.824046010856292,3.1354942159291497,11.512925464970229,Wave,9.975342989636557,Việt Nam,1,Hà Tĩnh,91.4
3696,8.922658299524402,2.833213344056216,11.512925464970229,Wave,9.975342989636557,Việt Nam,1,TP. Hồ Chí Minh,98.44
3700,7.937374696163295,1.791759469228055,10.239959789157341,Vario,10.77874793485229,Nước khác,1,TP. Hồ Chí Minh,98.44
3701,11.082142548877775,2.8903717578961645,9.903487552536127,SH,11.6952282715884,Nước khác,3,TP. Hồ Chí Minh,98.44
3702,8.779557455883728,2.833213344056216,6.907755278982137,Sirius,9.934743942186682,Đang cập nhật,1,Đà Nẵng,93.51
3703,9.375854810453756,2.5649493574615367,11.002099841204238,Vision,10.451319901931214,Việt Nam,1,TP. Hồ Chí Minh,98.44
3704,11.05089000537367,1.9459101490553132,10.839580911706463,SH,11.6952282715884,Nhật Bản,3,Bình Dương,94.25
3707,8.987196820661973,2.5649493574615367,10.933106969717286,Nouvo,10.46310334047155,Việt Nam,1,Hà Nội,100.0
3708,8.630521876723241,2.0794415416798357,11.107450356812064,Elegant,9.752664662801545,Việt Nam,1,Long An,87.97
3709,10.239959789157341,1.9459101490553132,10.819778284410283,Exciter,10.834863921828324,Việt Nam,1,Cà Mau,89.17
3710,9.852194258148577,1.791759469228055,10.46310334047155,Raider,10.79117302739995,Việt Nam,1,Bình Dương,94.25
3711,9.769956159911606,0.0,8.34283980427146,Wave,9.975342989636557,Việt Nam,1,Đồng Nai,93.54
3713,8.824677891164198,2.833213344056216,11.407564949312402,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3718,8.85366542803745,2.4849066497880004,11.06663836234181,Wave,9.975342989636557,Nước khác,1,Bình Dương,94.25
3719,9.798127036878302,2.0794415416798357,9.740968623038354,Winner,10.736396675471232,Việt Nam,1,TP. Hồ Chí Minh,98.44
3720,10.126631103850338,1.6094379124341003,10.308952660644293,Exciter,10.834863921828324,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3722,10.915088464214607,2.302585092994046,10.905955980651335,SH,11.6952282715884,Việt Nam,1,Thanh Hoá,92.09
3723,11.350406535472453,2.70805020110221,10.382327030444262,SH,11.6952282715884,Nước khác,1,TP. Hồ Chí Minh,98.44
3724,10.545341438708522,0.0,8.824677891164198,Vario,10.77874793485229,Đang cập nhật,1,Đà Nẵng,93.51
3725,11.350406535472453,2.70805020110221,10.382327030444262,SH,11.6952282715884,Nước khác,1,TP. Hồ Chí Minh,98.44
3726,10.545341438708522,0.0,8.824677891164198,Vario,10.77874793485229,Đang cập nhật,1,Đà Nẵng,93.51
3728,10.221941283654663,2.3978952727983707,9.903487552536127,Exciter,10.834863921828324,Việt Nam,1,Bình Dương,94.25
3730,10.985292722887856,2.4849066497880004,11.225243392518447,SH,11.6952282715884,Việt Nam,1,TP. Hồ Chí Minh,98.44
3731,10.404262840448617,2.70805020110221,8.006367567650246,Exciter,10.834863921828324,Nhật Bản,3,Đà Nẵng,93.51
3734,11.77528972943772,2.772588722239781,9.903487552536127,SH,11.6952282715884,Nhật Bản,3,Bà Rịa-Vũng Tàu,92.97
3735,9.210340271976177,2.70805020110221,9.42100640177928,Wave,9.975342989636557,Việt Nam,1,Đồng Tháp,89.33
3736,10.308952660644293,1.3862943611198906,9.305650551780507,Future,10.371614421769003,Việt Nam,1,Cần Thơ,91.26
3737,9.635608107380527,2.3978952727983707,11.350406535472453,Future,10.371614421769003,Việt Nam,1,TP. Hồ Chí Minh,98.44
3739,9.392661928770137,2.5649493574615367,10.485982462992478,Exciter,10.834863921828324,Đang cập nhật,1,Bắc Giang,91.4
3740,8.922658299524402,2.4849066497880004,6.907755278982137,Sirius,9.934743942186682,Nhật Bản,3,Đồng Nai,93.54
3743,9.711115659888671,2.3978952727983707,11.84939770159144,Air Blade,10.826555268689306,Việt Nam,1,Đồng Nai,93.54
3745,9.95227771670556,1.791759469228055,10.126631103850338,Winner X,10.786428304728728,Việt Nam,1,TP. Hồ Chí Minh,98.44
3746,9.159047077588632,2.9444389791664403,9.21024036697585,Wave,9.975342989636557,Hàn Quốc,3,Tây Ninh,90.02
3748,9.20029003612268,2.833213344056216,10.308952660644293,Wave,9.975342989636557,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3750,10.292145542327912,0.6931471805599453,9.392661928770137,Winner X,10.786428304728728,Việt Nam,1,TP. Hồ Chí Minh,98.44
3751,11.736069016284437,1.0986122886681098,7.600902459542082,SH,11.6952282715884,Thái Lan,2,TP. Hồ Chí Minh,98.44
3752,10.275051108968611,2.6390573296152584,6.907755278982137,Exciter,10.834863921828324,Việt Nam,1,Đắk Lắk,90.04
3755,9.350102314351341,2.6390573296152584,6.620073206530356,Air Blade,10.826555268689306,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3757,9.825526011066415,2.0794415416798357,10.819778284410283,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3758,9.532423871145296,2.302585092994046,12.345834587905333,Raider,10.79117302739995,Việt Nam,1,Đồng Nai,93.54
3759,8.006367567650246,2.833213344056216,9.210340371976184,Nouvo,10.46310334047155,Nhật Bản,3,Hải Phòng,96.07
3764,9.852194258148577,1.9459101490553132,10.571316925111784,Exciter,10.834863921828324,Đang cập nhật,1,Hà Nội,100.0
3765,11.48246625748552,0.6931471805599453,7.90100705199242,SH,11.6952282715884,Việt Nam,1,TP. Hồ Chí Minh,98.44
3766,10.46310334047155,1.9459101490553132,10.858998997563564,Vario,10.77874793485229,Việt Nam,1,TP. Hồ Chí Minh,98.44
3768,10.596634733096073,1.0986122886681098,10.308952660644293,Vario,10.77874793485229,Nước khác,1,Cần Thơ,91.26
3770,8.779557455883728,2.5649493574615367,10.259657368919415,Lead,10.677984278792396,Việt Nam,1,TP. Hồ Chí Minh,98.44
3771,9.433483923290392,1.3862943611198906,9.680344001221918,Wave,9.975342989636557,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3772,9.98966524877718,1.791759469228055,11.714477590040962,Air Blade,10.826555268689306,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3773,10.896739325546411,1.0986122886681098,8.575462099540212,SH Mode,11.02825479868109,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3774,11.03488966402723,2.833213344056216,11.461632170582678,SH,11.6952282715884,Nước khác,3,TP. Hồ Chí Minh,98.44
3776,9.104979856318357,2.3978952727983707,9.615805480084347,Wave,9.975342989636557,Việt Nam,1,Hà Nội,100.0
3777,9.433483923290392,2.6390573296152584,12.92391243868049,Future,10.371614421769003,Nhật Bản,3,Đồng Nai,93.54
3779,10.373491181781864,1.3862943611198906,9.740968623038354,Air Blade,10.826555268689306,Đang cập nhật,1,Thừa Thiên - Huế,93.65
3780,10.819778284410283,1.0986122886681098,10.736396675471232,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3782,9.629050706834368,3.1354942159291497,9.42100640177928,Wave,9.975342989636557,Nhật Bản,3,Đồng Nai,93.54
3784,10.941995917134532,1.3862943611198906,9.998797732340453,SH Mode,11.02825479868109,Việt Nam,1,TP. Hồ Chí Minh,98.44
3786,8.821732380934442,2.833213344056216,10.968198289528557,Air Blade,10.826555268689306,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3787,9.581903928408666,2.0794415416798357,9.210340371976184,Winner,10.736396675471232,Việt Nam,1,Hà Nội,100.0
3788,11.472103470449973,1.0986122886681098,8.85366542803745,Wave,9.975342989636557,Thái Lan,2,Đồng Tháp,89.33
3791,10.404262840448617,1.791759469228055,10.819778284410283,Vario,10.77874793485229,Việt Nam,1,TP. Hồ Chí Minh,98.44
3792,10.257659366256743,1.0986122886681098,9.210340371976184,Winner X,10.786428304728728,Đang cập nhật,1,Đà Nẵng,93.51
3793,10.126631103850338,1.6094379124341003,8.006367567650246,Exciter,10.834863921828324,Việt Nam,1,TP. Hồ Chí Minh,98.44
3794,8.987196820661973,1.3862943611198906,8.699514748210191,Wave,9.975342989636557,Thái Lan,2,TP. Hồ Chí Minh,98.44
3795,9.392661928770137,2.5649493574615367,10.308952660644293,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3798,9.210340371976184,2.5649493574615367,11.156250521031495,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3799,10.308952660644293,0.6931471805599453,9.852194258148577,Winner X,10.786428304728728,Việt Nam,1,Đà Nẵng,93.51
3800,9.903487552536127,2.3978952727983707,13.527828485512494,Exciter,10.834863921828324,Việt Nam,1,Cần Thơ,91.26
3801,10.477287975463508,2.3978952727983707,9.903487552536127,SH,11.6952282715884,Việt Nam,1,Đà Nẵng,93.51
3802,9.433483923290392,2.3978952727983707,10.596634733096073,Wave,9.975342989636557,Việt Nam,1,TP. Hồ Chí Minh,98.44
3804,11.326595886778735,1.791759469228055,9.852194258148577,SH,11.6952282715884,Việt Nam,1,Cần Thơ,91.26
3805,9.998797732340453,1.9459101490553132,8.517193191416238,Exciter,10.834863921828324,Việt Nam,1,Bình Dương,94.25
3806,9.126958763037132,2.1972245773362196,11.395132429263844,Wave,9.975342989636557,Nhật Bản,3,Yên Bái,91.19
3807,9.104979856318357,2.5649493574615367,11.002099841204238,Air Blade,10.826555268689306,Việt Nam,1,Đồng Nai,93.54
3808,9.190137664658664,1.9459101490553132,9.798127036878302,Sirius,9.934743942186682,Nhật Bản,3,TP. Hồ Chí Minh,98.44
3809,9.740968623038354,2.302585092994046,10.819778284410283,Air Blade,10.826555268689306,Việt Nam,1,TP. Hồ Chí Minh,98.44
3810,10.621327345686446,1.791759469228055,9.546812608597396,SH Mode,11.02825479868109,Việt Nam,1,Long An,87.97
3811,9.104979856318357,2.6390573296152584,11.44227765339648,Air Blade,10.826555268689306,Việt Nam,1,Đồng Nai,93.54
3814,9.798127036878302,2.3978952727983707,10.757902880692196,Air Blade,10.826555268689306,Đang cập nhật,1,TP. Hồ Chí Minh,98.44
3817,12.254862809699606,2.3978952727983707,9.546812608597396,SH,11.6952282715884,Nước khác,3,TP. Hồ Chí Minh,98.44
3818,9.104979856318357,2.6390573296152584,10.819778284410283,Air Blade,10.826555268689306,Nhật Bản,3,Bình Dương,94.25
3821,10.373491181781864,1.3862943611198906,10.778956289890028,Air Blade,10.826555268689306,Việt Nam,1,Bạc Liêu,92.51
3822,9.607012669712454,3.295836866004329,9.210340371976184,Wave,9.975342989636557,Nước khác,2,Hà Nội,100.0
3828,9.769956159911606,2.3978952727983707,10.783259517709864,Lead,10.677984278792396,Nhật Bản,3,Hải Phòng,96.07
