title,price,price_numeric,description,model,model_normalized,brand,reg_year,reg_year_numeric,mileage,mileage_numeric,origin,origin_normalized,location,province,condition,vehicle_type,engine_capacity,post_time,days_since_posted,post_date,url,url_full,condition_normalized,vehicle_type_normalized,price_millions
future led kiểng 2020,25.500.000 đ,25500000,"Fuled led Đk 2020 . Up wave 125 .Dô ít đồ chơi cơ bản 
Biển số TP chính chủ : 369.72 
Máy móc nguyên zin chưa rớt 
Niềng excel , căm nova 
Phuộc nice 
Heo nissin 
Đèn xi nhan dermi chỉnh app 
Ốc tán keng sạch sẽ",Future,Future,Honda,2020,2020,25000,25000,Việt Nam,Việt Nam,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121998699.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121998699.htm,Đã sử dụng,Xe số,25.5
vario 150 đời 2019 chính chủ biển sài gòn,35.000.000 đ,35000000,"Xe chính chủ , sang tên hoặc uỷ quyền đều được 
Xem xe trực típ quận 6
Xe đi kỹ , còn rất mới .
Xanh nhám , bao đẹp
Zin",Vario,Vario,Honda,2019,2019,35000,35000,Ấn Độ,Ấn Độ,"Phường 3, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-6-tp-ho-chi-minh/121998666.htm,https://xe.chotot.com/mua-ban-xe-may-quan-6-tp-ho-chi-minh/121998666.htm,Đã sử dụng,Tay ga,35.0
Xe 2013 xuống prom 2010 áo team zin chính hãng .,21.500.000 đ,21500000,Anh em nào kết in em sdt *** xe về đi ko làm gì thêm vì đã bảo dưỡng từ a đến z.,Exciter,Exciter,Yamaha,2013,2013,450000,450000,Nhật Bản,Nhật Bản,"Phường Thuỷ Xuân, Thành phố Huế, Thừa Thiên Huế",Thừa Thiên Huế,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-thanh-pho-hue-thua-thien-hue/121997660.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-hue-thua-thien-hue/121997660.htm,Đã sử dụng,Tay côn/Moto,21.5
Xe Exciter 50cc,8.500.000 đ,8500000,Cần bán xe Exciter 50cc đã độ lên 100cc thay nhìu đồ mới,Exciter,Exciter,Yamaha,2017,2017,100000,100000,Nhật Bản,Nhật Bản,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Đã sử dụng,Xe số,75.0,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-thanh-khe-da-nang/121997465.htm,https://xe.chotot.com/mua-ban-xe-may-quan-thanh-khe-da-nang/121997465.htm,Đã sử dụng,Xe số,8.5
bán wave A. bs vĩnh cửu,17.500.000 đ,17500000,Xe mới dk lần đâu. Dư k đi nên bán lại cho ai cần. Xe mới nên k có gì bàn ae cần ib,Wave,Wave,Honda,2024,2024,4000,4000,Việt Nam,Việt Nam,"Thị trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-vinh-cuu-dong-nai/121995995.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-vinh-cuu-dong-nai/121995995.htm,Đã sử dụng,Xe số,17.5
Vario nữ sử dụng kĩ mới chạy 7000km,45.000.000 đ,45000000,Xe nhập indo. Xe zin toàn bộ từ ốc tới bánh xe chưa thay luôn.mới đi được 7000km,Vario,Vario,Honda,2022,2022,7000,7000,Nước khác,Việt Nam,"Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121995952.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121995952.htm,Đã sử dụng,Tay ga,45.0
BÁN XE VISION ĐEN BẢN SPORT KHOÁ SMK XE NHÀ DÙNG,30.500.000 đ,30500000,"Do không có nhu cầu sử dụng nhà chật nhiều xe ko có chỗ để. 
Gia đình cần bán chiếc xe Vision màu đen bản sport, ổ khoá smartkey, dáng sh thu nhỏ thể thao. 
Hình thức xe còn rất mới, xe đã dán ninon sần bóc ra nc sơn zin mới tinh. 
Máy chất bảo dưỡng thay dầu định kì thường xuyên tại hãng theo chu kì. 
Xe chạy rất khoẻ và bốc ai có nhu cầu mua alo mình nhé có fix nhẹ. Mua bán tại nhà. Em cảm ơn",Vision,Vision,Honda,2019,2019,10000,10000,Việt Nam,Việt Nam,"Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Hà Nội,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-tay-ho-ha-noi/112917815.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tay-ho-ha-noi/112917815.htm,Đã sử dụng,Tay ga,30.5
Mua xe mới nên cần bán lại,6.700.000 đ,6700000,"Xuất xứ Vn
Đã hết bảo hành
Xe cũ 
Máy còn rất ngon",Wave,Wave,Honda,2010,2010,65000,65000,Việt Nam,Việt Nam,"Xã Quỳnh Hồng, Huyện Quỳnh Phụ, Thái Bình",Thái Bình,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-quynh-phu-thai-binh/121995051.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-quynh-phu-thai-binh/121995051.htm,Đã sử dụng,Xe số,6.7
exiter 150,32.500.000 đ,32500000,"Máy nguyên zin nguyên bản Odo 1300km
Hỗ trợ gop
Nợ xấu đưa trước 80% lấy xe
Đc đối diện đại nam cổng trước quốc lộ 13
Xe máy trọng tiến
***",Exciter,Exciter,Yamaha,2023,2023,1000,1000,Đang cập nhật,Việt Nam,"Phường Tân Định, Thị xã Bến Cát, Bình Dương",Bình Dương,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-thi-xa-ben-cat-binh-duong/121995018.htm,https://xe.chotot.com/mua-ban-xe-may-thi-xa-ben-cat-binh-duong/121995018.htm,Đã sử dụng,Tay côn/Moto,32.5
Bán xe giá rẻ,2.000.000 đ,2000000,"Xe không sử dụng nên cần bán lại. 
Giá 2tr. Thương Lượng
Xem xe ở Ka Đô - Đơn Dương - Lâm Đồng
LH: *** Duyp",Wave,Wave,Honda,2004,2004,50000,50000,Việt Nam,Việt Nam,"Xã Ka Đô, Huyện Đơn Dương, Lâm Đồng",Lâm Đồng,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-don-duong-lam-dong/121994952.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-don-duong-lam-dong/121994952.htm,Đã sử dụng,Xe số,2.0
Cần tiền xài tết nhường lại ae đam mê bs đẹp,15.000.000 đ,15000000,"Xe nhà đi giữ kỹ. Máy êm. Dàn áo như hình, đủ chức năng. Ib để trả giá",Air Blade,Air Blade,Honda,2008,2008,5000,5000,Nhật Bản,Nhật Bản,"Xã Tân Long, Huyện Phú Giáo, Bình Dương",Bình Dương,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-phu-giao-binh-duong/121994942.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-phu-giao-binh-duong/121994942.htm,Đã sử dụng,Tay ga,15.0
cần thanh lý xe siru,10.000.000 đ,10000000,"Do nhà dư xe nên cần thanh lý xe siru 
Xe chạy bao êm chưa sửa chữa gì hết",Sirius,Sirius,Yamaha,2019,2019,50000,50000,Việt Nam,Việt Nam,"Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121993931.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121993931.htm,Đã sử dụng,Xe số,10.0
xe nouvo 5 chạy ngon lành!,10.500.000 đ,10500000,"Xe đang chạy ngon lành không một lỗi nhỏ, cần tiền tiêu Tết nên bán, bao không hao xăng, bao quay đầu!
Ai nhanh gọn fix thêm nhiệt tình!",Nouvo,Nouvo,Yamaha,2015,2015,64000,64000,Việt Nam,Việt Nam,"Phường 9, Thành phố Tuy Hòa, Phú Yên",Phú Yên,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-thanh-pho-tuy-hoa-phu-yen/121993727.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-tuy-hoa-phu-yen/121993727.htm,Đã sử dụng,Tay ga,10.5
Xe wawe  nhà chay,19.000.000 đ,19000000,"Chạy  ok  thích  hợp  uống  cafe
Mua bán tại  nhà 
 Fixx nhẹ   khi con gái  mua",Wave,Wave,Honda,2003,2003,30000,30000,Nhật Bản,Nhật Bản,"Xã Phước Vĩnh Đông, Huyện Cần Giuộc, Long An",Long An,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-can-giuoc-long-an/121993697.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-can-giuoc-long-an/121993697.htm,Đã sử dụng,Xe số,19.0
hàng sưu tầm,16.500.000 đ,16500000,"Cuối năm bí tiền chia lại đam mê cho ae
Máy zin chất chưa động chạm bất kể gì,lilon fun xe 
Xe tại tp thanh hoá biển 98 Bắc giang",Jupiter,Jupiter,Yamaha,2006,2006,4000,4000,Thái Lan,Thái Lan,"Xã Du Lễ, Huyện Kiến Thuỵ, Hải Phòng",Hải Phòng,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-kien-thuy-hai-phong/121992980.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-kien-thuy-hai-phong/121992980.htm,Đã sử dụng,Xe số,16.5
SH mode 2018 xám đen chính chủ,40.000.000 đ,40000000,"Tình trạng xe: đã sử dụng
Số km đã đi: 11000 km",SH Mode,SH Mode,Honda,2018,2018,11000,11000,Việt Nam,Việt Nam,"Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121992895.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121992895.htm,Đã sử dụng,Tay ga,40.0
Can ra đi Exciter 135,1.750.000 đ,1750000,Xe máy móc nguyên zin chưa rớt đầu nồi.bao ký giấy .thank chợ tốt,Exciter,Exciter,Yamaha,2014,2014,32321,32321,Nhật Bản,Nhật Bản,"Thị trấn Phước Dân, Huyện Ninh Phước, Ninh Thuận",Ninh Thuận,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-ninh-phuoc-ninh-thuan/121992698.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-ninh-phuoc-ninh-thuan/121992698.htm,Đã sử dụng,Tay côn/Moto,1.75
Cần tiền tiêu tết bán nhanh Sirius 2010,7.200.000 đ,7200000,Máy móc bao mạnh vành lá mua xe liên hệ,Sirius,Sirius,Yamaha,2010,2010,15000,15000,Việt Nam,Việt Nam,"Xã Tam Xuân II, Huyện Núi Thành, Quảng Nam",Quảng Nam,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-nui-thanh-quang-nam/121992398.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-nui-thanh-quang-nam/121992398.htm,Đã sử dụng,Xe số,7.2
Wave HQ 110 Up Alpha,4.500.000 đ,4500000,"Wave HQ 110 up full Alpha

BS :  43  6313 ( giấy tờ đầy đủ 09c ) 

💵 : 4.500.000 ( fix cf ) 

- Áo Alpha zin 
- gấp Alpha zin
- Máy Zin Êm ái , Đi xa Thoải mái 
- Pô 110 Zin , gác chân dài zin
- Fulll chức năng trong ra ngoài bấm nhẹ là nổ 
- Thích Hợp cho ae đi làm , chạy grap .",Wave,Wave,Honda,2005,2005,1111,1111,Hàn Quốc,Hàn Quốc,"Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121991907.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121991907.htm,Đã sử dụng,Xe số,4.5
Bán xe để đổi mới ***,16.000.000 đ,16000000,"Xe tốt, ít chạy. Được xem xe. Có thương lượng. Không trung gian",Wave,Wave,Honda,2022,2022,8029,8029,Việt Nam,Việt Nam,"Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/121804375.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/121804375.htm,Đã sử dụng,Xe số,16.0
Cần bán xe AB Fi 2022 mới đi hết bảo hành,37.000.000 đ,37000000,"Cần tiền bán lại xe Airblade 2022 đi được 38000 km, xe chính chủ giấy tờ đầy đủ. Xe xe tại Trung Tâm Hành Chính Đà Nẵng, sang tên đổi biển số pháp lý rõ ràng.",Air Blade,Air Blade,Honda,2022,2022,38000,38000,Nhật Bản,Nhật Bản,"Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-hai-chau-da-nang/121991780.htm,https://xe.chotot.com/mua-ban-xe-may-quan-hai-chau-da-nang/121991780.htm,Đã sử dụng,Tay ga,37.0
Bán xe Exciter GP sản xuất 2019,22.000.000 đ,22000000,"Xe còn nguyên din 
Ko đâm đụng ko ngập nước",Exciter,Exciter,Yamaha,2019,2019,30000,30000,Việt Nam,Việt Nam,"Xã Thạch Vĩnh, Huyện Thạch Hà, Hà Tĩnh",Hà Tĩnh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-thach-ha-ha-tinh/121991340.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-thach-ha-ha-tinh/121991340.htm,Đã sử dụng,Tay côn/Moto,22.0
xe Sh việt cần bán ai có nhu cầu alo mình,48.000.000 đ,48000000,Xe trùm mền it đi còn rất mới nay cần bán lai,SH,SH,Honda,2015,2015,13000,13000,Việt Nam,Việt Nam,"Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121991330.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121991330.htm,Đã sử dụng,Tay ga,48.0
Wave Thái,13.200.000 đ,13200000,"Wave thái đời 2000
Đồ zin còn nhiều, lai mỗi cái lòng
Giá yêu thương cho ae đi làm cần sự bền bỉ
Xe đang chạy, bao tranh chấp
Alo trực tiếp hoặc nt cho em nhe",Wave,Wave,Honda,2000,2000,99999,99999,Thái Lan,Thái Lan,"Xã Phú Phong, Huyện Châu Thành, Tiền Giang",Tiền Giang,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-chau-thanh-tien-giang/121991324.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-chau-thanh-tien-giang/121991324.htm,Đã sử dụng,Xe số,13.2
xe wave 50cc,5.500.000 đ,5500000,Xe nhà đang chạy kèn đề đầy đủ xe máy 50cc,Wave,Wave,Honda,2013,2013,100000,100000,Việt Nam,Việt Nam,"Phường Ninh Sơn, Thành phố Tây Ninh, Tây Ninh",Tây Ninh,Đã sử dụng,Xe số,75.0,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-thanh-pho-tay-ninh-tay-ninh/121991298.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-tay-ninh-tay-ninh/121991298.htm,Đã sử dụng,Xe số,5.5
cần bán ab 2011 fi,11.000.000 đ,11000000,"ngoại hình liền lạc, sạch đẹp, mới thay nguyên bộ nồi, máy zin êm, bs sài gòn, có fix, ib zalo ***",Air Blade,Air Blade,Honda,2011,2011,27000,27000,Việt Nam,Việt Nam,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121990817.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121990817.htm,Đã sử dụng,Tay ga,11.0
Xe máy cá nhân,7.000.000 đ,7000000,"Hình thức đẹp
Xe cá nhân đi
Máy móc còn zin
Tiết kiệm xăng",Wave,Wave,Honda,2013,2013,23000,23000,Việt Nam,Việt Nam,"Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-bac-tu-liem-ha-noi/121990067.htm,https://xe.chotot.com/mua-ban-xe-may-quan-bac-tu-liem-ha-noi/121990067.htm,Đã sử dụng,Xe số,7.0
Xe SH còn mới bền đẹp pass lại,38.500.000 đ,38500000,"🌺🌺🌺 Sh mode smk 2017 siêu đẹp 
👉 odo : 13.000km 
👉 zin all chất lượng bền bỉ 
👉 date 2017 
👉một chủ ✍️✍️✍️ 
🍒 Giá : 38,500",SH,SH,Honda,2017,2017,13000,13000,Việt Nam,Việt Nam,"Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Hà Nội,Đã sử dụng,Tay ga,175.0,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-tay-ho-ha-noi/121989925.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tay-ho-ha-noi/121989925.htm,Đã sử dụng,Tay ga,38.5
cần bán sh nhập ý 125 cc đời 2005 lên fun 2012,50.000.000 đ,50000000,Sh nhập ý 125cc len fun 2012 mấy rin xe đẹp không lỗi nhỏ lh *** zalo xem xe 219 Lê tấn trung đà Nẵng,SH,SH,Honda,2005,2005,13900,13900,Đang cập nhật,Ý,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-son-tra-da-nang/121989832.htm,https://xe.chotot.com/mua-ban-xe-may-quan-son-tra-da-nang/121989832.htm,Đã sử dụng,Tay ga,50.0
e cần tiền nên bán xe winner x v3,22.000.000 đ,22000000,"winner v3 xe đã độ demi , bi cầu
bản phanh abs
khoá smartkey
có fix ae nhanh gọn",Winner X,Winner,Honda,2019,2019,8000,8000,Việt Nam,Việt Nam,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-nam-tu-liem-ha-noi/121988682.htm,https://xe.chotot.com/mua-ban-xe-may-quan-nam-tu-liem-ha-noi/121988682.htm,Đã sử dụng,Tay côn/Moto,22.0
bán xe Future 2022 Full Kiểng .,56.800.000 đ,56800000,"Cần ra đi e Fu led 2022 bstp 9 chủ mình đứng tên , công chứng mua bán ủy quyền 1 nốt nhạc bs 8 nút dễ nhìn , xe dọn full kiểng , led audi trước sau , full salaya , ohlins 819 full box , 4 món carbon ốp xe , ổ smarkey xịn sh sài gòn mod sẵn 2 chìa , công nghệ định vị tìm xe GPS , cặp lốc cub 125 zin , full bộ chân chống inox 304 , baga 12 li , cần số gác chân sau cnc , mâm x1r cặp vỏ michelin , heo Mrz dây dầu rời , cùm domino , tay thắng fzn , đĩa tbt , nội công 54 touring full đồ xịn , bi cầu black mini 2.5 nói chung xác xe sạch đẹp full kiểng kg còn gì để dọn , a e nào thích xe dọn sẵn thì tham khảo e nó , ae mua về chơi chỉ đổ xăng là dạo phố chả tốn 1k nào hết và cái quan trọng là tiết kiệm 1 khoản chi phí khá lớn , ai quan tâm nhấc máy alo or ib cho e , xin cám ơn",Future,Future,Honda,2022,2022,32000,32000,Việt Nam,Việt Nam,"Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-10-tp-ho-chi-minh/121988490.htm,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/121988490.htm,Đã sử dụng,Xe số,56.8
"Bán xe winner x chính chủ, xe đẹp, đi giữ gìn",22.000.000 đ,22000000,"Tôi cần bán xe winner chính chủ, đang kí 2019. Chủ xe là nhân viên văn phòng.xe đẹp như hình.",Winner X,Winner,Honda,2019,2019,30000,30000,Đang cập nhật,Việt Nam,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-ha-dong-ha-noi/121965364.htm,https://xe.chotot.com/mua-ban-xe-may-quan-ha-dong-ha-noi/121965364.htm,Đã sử dụng,Tay côn/Moto,22.0
satria pxl biển sg chính chủ,19.000.000 đ,19000000,Dư xe ra nên bán lại ae satria pxl biển sg chính chủ,Satria,Satria,Suzuki,2018,2018,300000,300000,Đang cập nhật,Việt Nam,"Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121987181.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121987181.htm,Đã sử dụng,Tay côn/Moto,19.0
xe nhà chị ít đi cần bán ai có nhã ý còn thương L,14.000.000 đ,14000000,Xe còn mới ít đi xe chính chủ giấy tờ đầy đủ,Vision,Vision,Honda,2015,2015,10000,10000,Việt Nam,Việt Nam,"Thị trấn Tân Thành, Huyện Bắc Tân Uyên, Bình Dương",Bình Dương,Đã sử dụng,Tay ga,75.0,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-huyen-bac-tan-uyen-binh-duong/121986333.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-bac-tan-uyen-binh-duong/121986333.htm,Đã sử dụng,Tay ga,14.0
Dàn áo hơi cũ tí xe còn Zing,20.000.000 đ,20000000,Xe chính chủ còn Zing ai có nhu cầu alo minh,Exciter,Exciter,Yamaha,2019,2019,29000,29000,Việt Nam,Việt Nam,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121985550.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121985550.htm,Đã sử dụng,Tay côn/Moto,20.0
bán xe chính chủ,20.000.000 đ,20000000,Viết cái j trong này mới cho đăng bán vậy,Exciter,Exciter,Yamaha,2015,2015,50000,50000,Việt Nam,Việt Nam,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121985416.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121985416.htm,Đã sử dụng,Tay côn/Moto,20.0
Bán ex 2006 chính chủ,45.000.000 đ,45000000,"Xe dư xài cần bán, ex 2006 máy làm lại nguyên cụt, xe chính chủ xem xe Bờ hồ Huỳnh cương.",Exciter,Exciter,Yamaha,2006,2006,12345,12345,Thái Lan,Thái Lan,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12 00:00:00,/mua-ban-xe-may-quan-ninh-kieu-can-tho/121984831.htm,https://xe.chotot.com/mua-ban-xe-may-quan-ninh-kieu-can-tho/121984831.htm,Đã sử dụng,Xe số,45.0
